id,path,label
5e258fd1305bcf3ad153a6a4,./train/5e258fd1305bcf3ad153a6a4.wav,1
5e258fe2305bcf3ad153a6a5,./train/5e258fe2305bcf3ad153a6a5.wav,1
5e258ff5305bcf3ad153a6a6,./train/5e258ff5305bcf3ad153a6a6.wav,1
5e25902f305bcf3ad153a6a9,./train/5e25902f305bcf3ad153a6a9.wav,5
5e27f90b5807b852d9e0157b,./train/5e27f90b5807b852d9e0157b.wav,5
5e27fa1c5807b852d9e01586,./train/5e27fa1c5807b852d9e01586.wav,5
5e27fb575807b852d9e01595,./train/5e27fb575807b852d9e01595.wav,2
5e2840225807b852d9e01618,./train/5e2840225807b852d9e01618.wav,0
5e2840415807b852d9e01619,./train/5e2840415807b852d9e01619.wav,5
5e28405b5807b852d9e0161a,./train/5e28405b5807b852d9e0161a.wav,5
5e2841675807b852d9e0161e,./train/5e2841675807b852d9e0161e.wav,5
5e2841be5807b852d9e01622,./train/5e2841be5807b852d9e01622.wav,5
5e2842de5807b852d9e0162b,./train/5e2842de5807b852d9e0162b.wav,5
5e2843095807b852d9e0162e,./train/5e2843095807b852d9e0162e.wav,5
5e2843255807b852d9e0162f,./train/5e2843255807b852d9e0162f.wav,5
5e28447c5807b852d9e0163a,./train/5e28447c5807b852d9e0163a.wav,5
5e2844915807b852d9e0163b,./train/5e2844915807b852d9e0163b.wav,5
5e2845945807b852d9e01643,./train/5e2845945807b852d9e01643.wav,5
5e2845b55807b852d9e01645,./train/5e2845b55807b852d9e01645.wav,4
5e2846b45807b852d9e0164d,./train/5e2846b45807b852d9e0164d.wav,5
5e2846c55807b852d9e0164e,./train/5e2846c55807b852d9e0164e.wav,1
5e28482c5807b852d9e01659,./train/5e28482c5807b852d9e01659.wav,5
5e28483f5807b852d9e0165a,./train/5e28483f5807b852d9e0165a.wav,1
5e2873255807b852d9e016fb,./train/5e2873255807b852d9e016fb.wav,5
5e2873465807b852d9e016fc,./train/5e2873465807b852d9e016fc.wav,5
5e2873785807b852d9e016fe,./train/5e2873785807b852d9e016fe.wav,5
5e2875925807b852d9e01712,./train/5e2875925807b852d9e01712.wav,5
5e2875aa5807b852d9e01713,./train/5e2875aa5807b852d9e01713.wav,5
5e2875c35807b852d9e01714,./train/5e2875c35807b852d9e01714.wav,5
5e2876435807b852d9e01718,./train/5e2876435807b852d9e01718.wav,5
5e28765a5807b852d9e01719,./train/5e28765a5807b852d9e01719.wav,5
5e2876795807b852d9e0171a,./train/5e2876795807b852d9e0171a.wav,5
5e28769b5807b852d9e0171b,./train/5e28769b5807b852d9e0171b.wav,5
5e2876b55807b852d9e0171c,./train/5e2876b55807b852d9e0171c.wav,5
5e28bb4a5807b852d9e01750,./train/5e28bb4a5807b852d9e01750.wav,1
5e2970845807b852d9e0185d,./train/5e2970845807b852d9e0185d.wav,5
5e29758c5807b852d9e0188f,./train/5e29758c5807b852d9e0188f.wav,0
5e297cff5807b852d9e018ff,./train/5e297cff5807b852d9e018ff.wav,6
5e297d615807b852d9e01902,./train/5e297d615807b852d9e01902.wav,5
5e29813c5807b852d9e01944,./train/5e29813c5807b852d9e01944.wav,4
5e29841e5807b852d9e01987,./train/5e29841e5807b852d9e01987.wav,5
5e2984895807b852d9e01990,./train/5e2984895807b852d9e01990.wav,5
5e2985665807b852d9e01999,./train/5e2985665807b852d9e01999.wav,5
5e2985815807b852d9e0199c,./train/5e2985815807b852d9e0199c.wav,5
5e29859a5807b852d9e0199e,./train/5e29859a5807b852d9e0199e.wav,5
5e2988fc5807b852d9e019da,./train/5e2988fc5807b852d9e019da.wav,5
5e298fd15807b852d9e01a36,./train/5e298fd15807b852d9e01a36.wav,4
5e2990af5807b852d9e01a4f,./train/5e2990af5807b852d9e01a4f.wav,5
5e2990c85807b852d9e01a53,./train/5e2990c85807b852d9e01a53.wav,5
5e2990e85807b852d9e01a56,./train/5e2990e85807b852d9e01a56.wav,5
5e2991605807b852d9e01a60,./train/5e2991605807b852d9e01a60.wav,5
5e2991785807b852d9e01a62,./train/5e2991785807b852d9e01a62.wav,1
5e29919c5807b852d9e01a66,./train/5e29919c5807b852d9e01a66.wav,6
5e2991af5807b852d9e01a68,./train/5e2991af5807b852d9e01a68.wav,4
5e2991df5807b852d9e01a6c,./train/5e2991df5807b852d9e01a6c.wav,5
5e2992895807b852d9e01a7c,./train/5e2992895807b852d9e01a7c.wav,1
5e29ac5b5807b852d9e01c2c,./train/5e29ac5b5807b852d9e01c2c.wav,1
5e29ac765807b852d9e01c2e,./train/5e29ac765807b852d9e01c2e.wav,1
5e29ac965807b852d9e01c30,./train/5e29ac965807b852d9e01c30.wav,1
5e29ae755807b852d9e01c4a,./train/5e29ae755807b852d9e01c4a.wav,1
5e29aeb55807b852d9e01c4d,./train/5e29aeb55807b852d9e01c4d.wav,2
5e29af215807b852d9e01c55,./train/5e29af215807b852d9e01c55.wav,5
5e29af4f5807b852d9e01c5a,./train/5e29af4f5807b852d9e01c5a.wav,5
5e29b07d5807b852d9e01c67,./train/5e29b07d5807b852d9e01c67.wav,5
5e29b0d55807b852d9e01c75,./train/5e29b0d55807b852d9e01c75.wav,5
